rep_id,rep_name,territory_id,region,hcp_id,product,call_date,call_outcome,prescription_volume,target_volume
R008,Riley Fischer,E02,East,H-E02-022,Cardiavex,2026-05-03,Completed,8.6,154.7
R009,Nina Adeyemi,E03,East,H-E03-017,Respiraline,2026-05-03,Discussion Completed,6.9,139.6
R010,Omar Cole,W01,West,H-W01-030,Cardiavex,2026-05-03,Completed,6.6,378.7
R012,Dana Hughes,W03,West,H-W03-003,Glucanorm,2026-05-03,Completed,7.6,21.0
R006,Taylor Singh,S03,South,H-S03-025,Glucanorm,2026-05-04,Sample Drop,17.7,209.8
R006,Taylor Singh,S03,South,H-S03-009,Cardiavex,2026-05-04,Discussion Completed,20.0,209.8
R006,Taylor Singh,S03,South,H-S03-017,Glucanorm,2026-05-04,Discussion Completed,17.1,209.8
R009,Nina Adeyemi,E03,East,H-E03-007,Respiraline,2026-05-04,Sample Drop,17.0,139.6
R010,Omar Cole,W01,West,H-W01-022,Respiraline,2026-05-04,Completed,17.3,378.7
R010,Omar Cole,W01,West,H-W01-014,Respiraline,2026-05-04,Rescheduled,3.7,378.7
R010,Omar Cole,W01,West,H-W01-015,Cardiavex,2026-05-04,No Show,4.1,378.7
R010,Omar Cole,W01,West,H-W01-024,Glucanorm,2026-05-04,No Show,2.2,378.7
R011,Lee Park,W02,West,H-W02-015,Glucanorm,2026-05-04,Rescheduled,1.8,45.7
R011,Lee Park,W02,West,H-W02-003,Respiraline,2026-05-04,Rescheduled,1.1,45.7
R001,Alex Reed,N01,North,H-N01-002,Respiraline,2026-05-05,Completed,7.2,88.9
R007,Chris Brooks,E01,East,H-E01-029,Cardiavex,2026-05-05,Rescheduled,1.3,143.8
R008,Riley Fischer,E02,East,H-E02-020,Glucanorm,2026-05-05,Completed,13.8,154.7
R009,Nina Adeyemi,E03,East,H-E03-009,Cardiavex,2026-05-05,Sample Drop,7.1,139.6
R010,Omar Cole,W01,West,H-W01-029,Glucanorm,2026-05-05,Rescheduled,6.0,378.7
R010,Omar Cole,W01,West,H-W01-020,Glucanorm,2026-05-05,Rescheduled,5.8,378.7
R006,Taylor Singh,S03,South,H-S03-028,Glucanorm,2026-05-06,Rescheduled,4.2,209.8
R006,Taylor Singh,S03,South,H-S03-031,Glucanorm,2026-05-06,Sample Drop,18.2,209.8
R007,Chris Brooks,E01,East,H-E01-002,Respiraline,2026-05-06,Rescheduled,4.2,143.8
R009,Nina Adeyemi,E03,East,H-E03-004,Cardiavex,2026-05-06,Rescheduled,4.5,139.6
R009,Nina Adeyemi,E03,East,H-E03-028,Respiraline,2026-05-06,No Show,5.4,139.6
R009,Nina Adeyemi,E03,East,H-E03-025,Cardiavex,2026-05-06,Rescheduled,5.5,139.6
R010,Omar Cole,W01,West,H-W01-026,Glucanorm,2026-05-06,Completed,21.7,378.7
R011,Lee Park,W02,West,H-W02-011,Respiraline,2026-05-06,Discussion Completed,5.6,45.7
R011,Lee Park,W02,West,H-W02-022,Respiraline,2026-05-06,Completed,6.8,45.7
R001,Alex Reed,N01,North,H-N01-025,Respiraline,2026-05-07,No Show,2.7,88.9
R001,Alex Reed,N01,North,H-N01-024,Cardiavex,2026-05-07,Rescheduled,3.2,88.9
R002,Jordan Kapoor,N02,North,H-N02-007,Cardiavex,2026-05-07,No Show,2.8,63.1
R004,Sam Ortiz,S01,South,H-S01-035,Respiraline,2026-05-07,Rescheduled,2.9,79.9
R005,Morgan Novak,S02,South,H-S02-024,Cardiavex,2026-05-07,Rescheduled,2.2,100.1
R007,Chris Brooks,E01,East,H-E01-018,Glucanorm,2026-05-07,Sample Drop,16.6,143.8
R007,Chris Brooks,E01,East,H-E01-017,Cardiavex,2026-05-07,Discussion Completed,10.9,143.8
R007,Chris Brooks,E01,East,H-E01-007,Cardiavex,2026-05-07,Completed,4.7,143.8
R008,Riley Fischer,E02,East,H-E02-026,Glucanorm,2026-05-07,Discussion Completed,11.5,154.7
R010,Omar Cole,W01,West,H-W01-029,Cardiavex,2026-05-07,No Show,4.0,378.7
R010,Omar Cole,W01,West,H-W01-010,Cardiavex,2026-05-07,Sample Drop,9.0,378.7
R004,Sam Ortiz,S01,South,H-S01-009,Respiraline,2026-05-08,Discussion Completed,6.5,79.9
R006,Taylor Singh,S03,South,H-S03-010,Respiraline,2026-05-08,No Show,5.5,209.8
R006,Taylor Singh,S03,South,H-S03-024,Glucanorm,2026-05-08,Sample Drop,17.4,209.8
R007,Chris Brooks,E01,East,H-E01-031,Glucanorm,2026-05-08,Discussion Completed,9.3,143.8
R010,Omar Cole,W01,West,H-W01-013,Cardiavex,2026-05-08,Completed,11.1,378.7
R010,Omar Cole,W01,West,H-W01-032,Glucanorm,2026-05-08,Discussion Completed,18.9,378.7
R011,Lee Park,W02,West,H-W02-025,Glucanorm,2026-05-08,Completed,2.4,45.7
R001,Alex Reed,N01,North,H-N01-002,Respiraline,2026-05-09,Completed,5.3,88.9
R003,Priya Chen,N03,North,H-N03-036,Glucanorm,2026-05-09,Rescheduled,4.5,142.8
R006,Taylor Singh,S03,South,H-S03-016,Glucanorm,2026-05-09,Rescheduled,6.0,209.8
R007,Chris Brooks,E01,East,H-E01-001,Glucanorm,2026-05-09,Rescheduled,2.3,143.8
R007,Chris Brooks,E01,East,H-E01-007,Respiraline,2026-05-09,No Show,4.5,143.8
R007,Chris Brooks,E01,East,H-E01-010,Cardiavex,2026-05-09,Rescheduled,4.1,143.8
R010,Omar Cole,W01,West,H-W01-025,Glucanorm,2026-05-09,No Show,5.6,378.7
R011,Lee Park,W02,West,H-W02-005,Cardiavex,2026-05-09,No Show,2.9,45.7
R002,Jordan Kapoor,N02,North,H-N02-013,Respiraline,2026-05-10,Rescheduled,2.5,63.1
R002,Jordan Kapoor,N02,North,H-N02-017,Respiraline,2026-05-10,Rescheduled,2.2,63.1
R003,Priya Chen,N03,North,H-N03-021,Cardiavex,2026-05-10,Completed,7.1,142.8
R003,Priya Chen,N03,North,H-N03-031,Respiraline,2026-05-10,Rescheduled,3.2,142.8
R005,Morgan Novak,S02,South,H-S02-016,Cardiavex,2026-05-10,Rescheduled,2.3,100.1
R007,Chris Brooks,E01,East,H-E01-028,Cardiavex,2026-05-10,Completed,13.4,143.8
R008,Riley Fischer,E02,East,H-E02-036,Cardiavex,2026-05-10,Sample Drop,11.5,154.7
R008,Riley Fischer,E02,East,H-E02-001,Cardiavex,2026-05-10,Rescheduled,3.4,154.7
R008,Riley Fischer,E02,East,H-E02-022,Respiraline,2026-05-10,No Show,3.7,154.7
R008,Riley Fischer,E02,East,H-E02-034,Respiraline,2026-05-10,Sample Drop,12.8,154.7
R008,Riley Fischer,E02,East,H-E02-044,Cardiavex,2026-05-10,Rescheduled,1.1,154.7
R010,Omar Cole,W01,West,H-W01-018,Glucanorm,2026-05-10,Rescheduled,6.6,378.7
R010,Omar Cole,W01,West,H-W01-024,Respiraline,2026-05-10,Rescheduled,4.1,378.7
R002,Jordan Kapoor,N02,North,H-N02-002,Respiraline,2026-05-11,Rescheduled,2.1,63.1
R003,Priya Chen,N03,North,H-N03-015,Glucanorm,2026-05-11,No Show,4.1,142.8
R003,Priya Chen,N03,North,H-N03-001,Respiraline,2026-05-11,Sample Drop,7.9,142.8
R007,Chris Brooks,E01,East,H-E01-012,Glucanorm,2026-05-11,Rescheduled,2.3,143.8
R008,Riley Fischer,E02,East,H-E02-001,Respiraline,2026-05-11,No Show,3.8,154.7
R008,Riley Fischer,E02,East,H-E02-040,Cardiavex,2026-05-11,Rescheduled,1.3,154.7
R010,Omar Cole,W01,West,H-W01-035,Respiraline,2026-05-11,No Show,5.0,378.7
R010,Omar Cole,W01,West,H-W01-039,Cardiavex,2026-05-11,Discussion Completed,6.7,378.7
R003,Priya Chen,N03,North,H-N03-010,Respiraline,2026-05-12,Discussion Completed,11.0,142.8
R003,Priya Chen,N03,North,H-N03-035,Glucanorm,2026-05-12,Rescheduled,2.3,142.8
R004,Sam Ortiz,S01,South,H-S01-029,Cardiavex,2026-05-12,Sample Drop,9.8,79.9
R005,Morgan Novak,S02,South,H-S02-012,Respiraline,2026-05-12,Sample Drop,12.4,100.1
R005,Morgan Novak,S02,South,H-S02-001,Respiraline,2026-05-12,Completed,10.1,100.1
R006,Taylor Singh,S03,South,H-S03-032,Glucanorm,2026-05-12,No Show,3.3,209.8
R007,Chris Brooks,E01,East,H-E01-006,Glucanorm,2026-05-12,Discussion Completed,8.9,143.8
R008,Riley Fischer,E02,East,H-E02-024,Glucanorm,2026-05-12,Rescheduled,1.3,154.7
R010,Omar Cole,W01,West,H-W01-038,Respiraline,2026-05-12,Rescheduled,5.1,378.7
R010,Omar Cole,W01,West,H-W01-037,Cardiavex,2026-05-12,Sample Drop,7.5,378.7
R006,Taylor Singh,S03,South,H-S03-008,Respiraline,2026-05-13,Discussion Completed,4.1,209.8
R007,Chris Brooks,E01,East,H-E01-010,Respiraline,2026-05-13,Completed,8.0,143.8
R003,Priya Chen,N03,North,H-N03-010,Cardiavex,2026-05-14,Discussion Completed,11.3,142.8
R003,Priya Chen,N03,North,H-N03-028,Respiraline,2026-05-14,No Show,3.0,142.8
R005,Morgan Novak,S02,South,H-S02-023,Glucanorm,2026-05-14,Completed,12.8,100.1
R006,Taylor Singh,S03,South,H-S03-014,Glucanorm,2026-05-14,Completed,14.7,209.8
R007,Chris Brooks,E01,East,H-E01-012,Respiraline,2026-05-14,Discussion Completed,11.8,143.8
R007,Chris Brooks,E01,East,H-E01-006,Respiraline,2026-05-14,Discussion Completed,6.7,143.8
R007,Chris Brooks,E01,East,H-E01-023,Respiraline,2026-05-14,Rescheduled,3.0,143.8
R009,Nina Adeyemi,E03,East,H-E03-013,Cardiavex,2026-05-14,Discussion Completed,8.4,139.6
R010,Omar Cole,W01,West,H-W01-031,Glucanorm,2026-05-14,Sample Drop,21.9,378.7
R005,Morgan Novak,S02,South,H-S02-008,Cardiavex,2026-05-15,Rescheduled,2.5,100.1
R005,Morgan Novak,S02,South,H-S02-006,Glucanorm,2026-05-15,No Show,1.9,100.1
R006,Taylor Singh,S03,South,H-S03-032,Cardiavex,2026-05-15,Completed,17.9,209.8
R006,Taylor Singh,S03,South,H-S03-023,Glucanorm,2026-05-15,No Show,1.7,209.8
R007,Chris Brooks,E01,East,H-E01-001,Glucanorm,2026-05-15,Rescheduled,4.5,143.8
R007,Chris Brooks,E01,East,H-E01-030,Cardiavex,2026-05-15,Completed,5.6,143.8
R008,Riley Fischer,E02,East,H-E02-036,Glucanorm,2026-05-15,No Show,1.6,154.7
R008,Riley Fischer,E02,East,H-E02-021,Glucanorm,2026-05-15,Rescheduled,3.9,154.7
R008,Riley Fischer,E02,East,H-E02-006,Glucanorm,2026-05-15,Rescheduled,2.0,154.7
R002,Jordan Kapoor,N02,North,H-N02-025,Cardiavex,2026-05-16,Rescheduled,1.5,63.1
R003,Priya Chen,N03,North,H-N03-007,Cardiavex,2026-05-16,Rescheduled,3.8,142.8
R005,Morgan Novak,S02,South,H-S02-035,Cardiavex,2026-05-16,No Show,3.2,100.1
R006,Taylor Singh,S03,South,H-S03-002,Respiraline,2026-05-16,Discussion Completed,10.3,209.8
R006,Taylor Singh,S03,South,H-S03-024,Glucanorm,2026-05-16,Sample Drop,4.9,209.8
R006,Taylor Singh,S03,South,H-S03-023,Glucanorm,2026-05-16,Completed,16.2,209.8
R007,Chris Brooks,E01,East,H-E01-022,Cardiavex,2026-05-16,No Show,3.2,143.8
R007,Chris Brooks,E01,East,H-E01-004,Glucanorm,2026-05-16,Rescheduled,5.1,143.8
R008,Riley Fischer,E02,East,H-E02-045,Cardiavex,2026-05-16,No Show,3.0,154.7
R009,Nina Adeyemi,E03,East,H-E03-005,Glucanorm,2026-05-16,Rescheduled,5.5,139.6
R009,Nina Adeyemi,E03,East,H-E03-007,Cardiavex,2026-05-16,No Show,4.3,139.6
R010,Omar Cole,W01,West,H-W01-012,Respiraline,2026-05-16,Sample Drop,9.0,378.7
R010,Omar Cole,W01,West,H-W01-036,Respiraline,2026-05-16,Rescheduled,5.4,378.7
R010,Omar Cole,W01,West,H-W01-004,Respiraline,2026-05-16,Completed,8.6,378.7
R001,Alex Reed,N01,North,H-N01-028,Cardiavex,2026-05-17,Discussion Completed,9.9,88.9
R001,Alex Reed,N01,North,H-N01-013,Glucanorm,2026-05-17,Discussion Completed,10.6,88.9
R003,Priya Chen,N03,North,H-N03-009,Respiraline,2026-05-17,No Show,1.8,142.8
R008,Riley Fischer,E02,East,H-E02-008,Cardiavex,2026-05-17,Rescheduled,1.5,154.7
R009,Nina Adeyemi,E03,East,H-E03-006,Glucanorm,2026-05-17,No Show,3.3,139.6
R010,Omar Cole,W01,West,H-W01-033,Respiraline,2026-05-17,Completed,5.5,378.7
R010,Omar Cole,W01,West,H-W01-031,Glucanorm,2026-05-17,Rescheduled,6.5,378.7
R001,Alex Reed,N01,North,H-N01-007,Respiraline,2026-05-18,Rescheduled,3.3,88.9
R002,Jordan Kapoor,N02,North,H-N02-022,Respiraline,2026-05-18,Completed,8.5,63.1
R003,Priya Chen,N03,North,H-N03-002,Respiraline,2026-05-18,No Show,3.4,142.8
R003,Priya Chen,N03,North,H-N03-005,Cardiavex,2026-05-18,Sample Drop,12.9,142.8
R005,Morgan Novak,S02,South,H-S02-006,Glucanorm,2026-05-18,Rescheduled,1.5,100.1
R006,Taylor Singh,S03,South,H-S03-018,Respiraline,2026-05-18,No Show,1.5,209.8
R007,Chris Brooks,E01,East,H-E01-016,Respiraline,2026-05-18,Sample Drop,15.2,143.8
R010,Omar Cole,W01,West,H-W01-017,Glucanorm,2026-05-18,Sample Drop,7.2,378.7
R001,Alex Reed,N01,North,H-N01-008,Cardiavex,2026-05-19,Discussion Completed,7.8,88.9
R001,Alex Reed,N01,North,H-N01-006,Glucanorm,2026-05-19,Rescheduled,3.2,88.9
R004,Sam Ortiz,S01,South,H-S01-026,Cardiavex,2026-05-19,Rescheduled,3.2,79.9
R008,Riley Fischer,E02,East,H-E02-005,Glucanorm,2026-05-19,Rescheduled,2.7,154.7
R008,Riley Fischer,E02,East,H-E02-020,Glucanorm,2026-05-19,Rescheduled,1.1,154.7
R009,Nina Adeyemi,E03,East,H-E03-029,Glucanorm,2026-05-19,Discussion Completed,11.4,139.6
R012,Dana Hughes,W03,West,H-W03-002,Cardiavex,2026-05-19,No Show,1.4,21.0
R003,Priya Chen,N03,North,H-N03-001,Cardiavex,2026-05-20,No Show,3.5,142.8
R003,Priya Chen,N03,North,H-N03-034,Glucanorm,2026-05-20,Rescheduled,1.2,142.8
R006,Taylor Singh,S03,South,H-S03-030,Cardiavex,2026-05-20,Discussion Completed,10.1,209.8
R007,Chris Brooks,E01,East,H-E01-031,Cardiavex,2026-05-20,No Show,3.6,143.8
R008,Riley Fischer,E02,East,H-E02-024,Cardiavex,2026-05-20,Rescheduled,1.5,154.7
R002,Jordan Kapoor,N02,North,H-N02-017,Cardiavex,2026-05-21,Rescheduled,3.2,63.1
R002,Jordan Kapoor,N02,North,H-N02-001,Glucanorm,2026-05-21,No Show,4.0,63.1
R003,Priya Chen,N03,North,H-N03-021,Glucanorm,2026-05-21,Rescheduled,1.4,142.8
R003,Priya Chen,N03,North,H-N03-016,Cardiavex,2026-05-21,Completed,14.1,142.8
R004,Sam Ortiz,S01,South,H-S01-017,Cardiavex,2026-05-21,Completed,6.7,79.9
R005,Morgan Novak,S02,South,H-S02-026,Cardiavex,2026-05-21,No Show,3.9,100.1
R007,Chris Brooks,E01,East,H-E01-015,Glucanorm,2026-05-21,Rescheduled,2.7,143.8
R008,Riley Fischer,E02,East,H-E02-019,Respiraline,2026-05-21,Rescheduled,3.9,154.7
R010,Omar Cole,W01,West,H-W01-028,Cardiavex,2026-05-21,Sample Drop,13.6,378.7
R001,Alex Reed,N01,North,H-N01-014,Glucanorm,2026-05-22,Rescheduled,1.5,88.9
R002,Jordan Kapoor,N02,North,H-N02-014,Cardiavex,2026-05-22,Rescheduled,2.3,63.1
R004,Sam Ortiz,S01,South,H-S01-003,Glucanorm,2026-05-22,No Show,1.7,79.9
R005,Morgan Novak,S02,South,H-S02-024,Respiraline,2026-05-22,Discussion Completed,6.1,100.1
R006,Taylor Singh,S03,South,H-S03-007,Respiraline,2026-05-22,Completed,5.3,209.8
R006,Taylor Singh,S03,South,H-S03-020,Glucanorm,2026-05-22,Rescheduled,3.0,209.8
R006,Taylor Singh,S03,South,H-S03-010,Respiraline,2026-05-22,Discussion Completed,15.8,209.8
R008,Riley Fischer,E02,East,H-E02-026,Cardiavex,2026-05-22,Completed,5.9,154.7
R008,Riley Fischer,E02,East,H-E02-038,Cardiavex,2026-05-22,Sample Drop,3.8,154.7
R009,Nina Adeyemi,E03,East,H-E03-013,Cardiavex,2026-05-22,Rescheduled,3.4,139.6
R010,Omar Cole,W01,West,H-W01-041,Glucanorm,2026-05-22,No Show,2.6,378.7
R010,Omar Cole,W01,West,H-W01-039,Cardiavex,2026-05-22,Discussion Completed,19.2,378.7
R011,Lee Park,W02,West,H-W02-005,Cardiavex,2026-05-22,Sample Drop,6.3,45.7
R001,Alex Reed,N01,North,H-N01-014,Glucanorm,2026-05-23,Rescheduled,1.7,88.9
R002,Jordan Kapoor,N02,North,H-N02-022,Glucanorm,2026-05-23,Sample Drop,5.5,63.1
R002,Jordan Kapoor,N02,North,H-N02-026,Glucanorm,2026-05-23,No Show,2.1,63.1
R003,Priya Chen,N03,North,H-N03-022,Cardiavex,2026-05-23,Sample Drop,12.6,142.8
R003,Priya Chen,N03,North,H-N03-003,Glucanorm,2026-05-23,Discussion Completed,8.8,142.8
R004,Sam Ortiz,S01,South,H-S01-013,Cardiavex,2026-05-23,Discussion Completed,8.1,79.9
R006,Taylor Singh,S03,South,H-S03-025,Glucanorm,2026-05-23,No Show,4.4,209.8
R006,Taylor Singh,S03,South,H-S03-006,Cardiavex,2026-05-23,Rescheduled,3.3,209.8
R008,Riley Fischer,E02,East,H-E02-033,Cardiavex,2026-05-23,Sample Drop,8.4,154.7
R008,Riley Fischer,E02,East,H-E02-027,Respiraline,2026-05-23,Rescheduled,3.0,154.7
R008,Riley Fischer,E02,East,H-E02-011,Glucanorm,2026-05-23,Rescheduled,1.9,154.7
R009,Nina Adeyemi,E03,East,H-E03-009,Glucanorm,2026-05-23,Sample Drop,6.2,139.6
R009,Nina Adeyemi,E03,East,H-E03-016,Respiraline,2026-05-23,Sample Drop,14.3,139.6
R010,Omar Cole,W01,West,H-W01-032,Glucanorm,2026-05-23,Rescheduled,4.8,378.7
R003,Priya Chen,N03,North,H-N03-032,Cardiavex,2026-05-24,Rescheduled,4.5,142.8
R003,Priya Chen,N03,North,H-N03-032,Cardiavex,2026-05-24,Rescheduled,1.3,142.8
R005,Morgan Novak,S02,South,H-S02-009,Cardiavex,2026-05-24,Rescheduled,3.6,100.1
R009,Nina Adeyemi,E03,East,H-E03-016,Respiraline,2026-05-24,Rescheduled,2.7,139.6
R009,Nina Adeyemi,E03,East,H-E03-021,Glucanorm,2026-05-24,No Show,2.7,139.6
R010,Omar Cole,W01,West,H-W01-026,Cardiavex,2026-05-24,Sample Drop,7.7,378.7
R002,Jordan Kapoor,N02,North,H-N02-026,Glucanorm,2026-05-25,Rescheduled,3.3,63.1
R004,Sam Ortiz,S01,South,H-S01-034,Glucanorm,2026-05-25,Sample Drop,5.6,79.9
R004,Sam Ortiz,S01,South,H-S01-015,Respiraline,2026-05-25,Rescheduled,1.7,79.9
R004,Sam Ortiz,S01,South,H-S01-015,Respiraline,2026-05-25,Rescheduled,1.4,79.9
R005,Morgan Novak,S02,South,H-S02-012,Glucanorm,2026-05-25,No Show,3.5,100.1
R006,Taylor Singh,S03,South,H-S03-020,Cardiavex,2026-05-25,No Show,5.4,209.8
R008,Riley Fischer,E02,East,H-E02-007,Respiraline,2026-05-25,Rescheduled,1.1,154.7
R008,Riley Fischer,E02,East,H-E02-007,Respiraline,2026-05-25,Rescheduled,1.3,154.7
R008,Riley Fischer,E02,East,H-E02-031,Cardiavex,2026-05-25,Rescheduled,4.0,154.7
R009,Nina Adeyemi,E03,East,H-E03-003,Cardiavex,2026-05-25,No Show,2.8,139.6
R010,Omar Cole,W01,West,H-W01-025,Glucanorm,2026-05-25,No Show,6.3,378.7
R011,Lee Park,W02,West,H-W02-022,Cardiavex,2026-05-25,Sample Drop,6.0,45.7
R012,Dana Hughes,W03,West,H-W03-002,Glucanorm,2026-05-25,Discussion Completed,11.8,21.0
R001,Alex Reed,N01,North,H-N01-001,Glucanorm,2026-05-26,Rescheduled,2.6,88.9
R001,Alex Reed,N01,North,H-N01-003,Respiraline,2026-05-26,Rescheduled,2.0,88.9
R003,Priya Chen,N03,North,H-N03-020,Cardiavex,2026-05-26,Rescheduled,4.3,142.8
R003,Priya Chen,N03,North,H-N03-035,Cardiavex,2026-05-26,No Show,4.0,142.8
R004,Sam Ortiz,S01,South,H-S01-023,Cardiavex,2026-05-26,Rescheduled,3.1,79.9
R004,Sam Ortiz,S01,South,H-S01-012,Respiraline,2026-05-26,No Show,0.9,79.9
R005,Morgan Novak,S02,South,H-S02-017,Glucanorm,2026-05-26,Completed,3.0,100.1
R008,Riley Fischer,E02,East,H-E02-033,Respiraline,2026-05-26,Rescheduled,3.7,154.7
R009,Nina Adeyemi,E03,East,H-E03-029,Respiraline,2026-05-26,Discussion Completed,9.1,139.6
R009,Nina Adeyemi,E03,East,H-E03-010,Cardiavex,2026-05-26,Sample Drop,11.4,139.6
R009,Nina Adeyemi,E03,East,H-E03-028,Cardiavex,2026-05-26,Completed,4.5,139.6
R009,Nina Adeyemi,E03,East,H-E03-001,Glucanorm,2026-05-26,No Show,2.1,139.6
R010,Omar Cole,W01,West,H-W01-001,Cardiavex,2026-05-26,No Show,4.8,378.7
R010,Omar Cole,W01,West,H-W01-016,Cardiavex,2026-05-26,Completed,18.8,378.7
R010,Omar Cole,W01,West,H-W01-010,Respiraline,2026-05-26,Sample Drop,7.7,378.7
R010,Omar Cole,W01,West,H-W01-001,Cardiavex,2026-05-26,No Show,4.8,378.7
R002,Jordan Kapoor,N02,North,H-N02-001,Glucanorm,2026-05-27,No Show,4.0,63.1
R002,Jordan Kapoor,N02,North,H-N02-015,Glucanorm,2026-05-27,Discussion Completed,12.2,63.1
R002,Jordan Kapoor,N02,North,H-N02-012,Cardiavex,2026-05-27,Rescheduled,2.5,63.1
R003,Priya Chen,N03,North,H-N03-027,Respiraline,2026-05-27,Rescheduled,3.1,142.8
R005,Morgan Novak,S02,South,H-S02-033,Cardiavex,2026-05-27,Sample Drop,8.2,100.1
R006,Taylor Singh,S03,South,H-S03-012,Cardiavex,2026-05-27,Rescheduled,3.6,209.8
R007,Chris Brooks,E01,East,H-E01-002,Cardiavex,2026-05-27,Sample Drop,12.1,143.8
R008,Riley Fischer,E02,East,H-E02-017,Respiraline,2026-05-27,Rescheduled,1.0,154.7
R008,Riley Fischer,E02,East,H-E02-041,Glucanorm,2026-05-27,Discussion Completed,4.9,154.7
R010,Omar Cole,W01,West,H-W01-014,Cardiavex,2026-05-27,No Show,3.2,378.7
R010,Omar Cole,W01,West,H-W01-018,Respiraline,2026-05-27,No Show,5.4,378.7
R011,Lee Park,W02,West,H-W02-003,Cardiavex,2026-05-27,Discussion Completed,4.1,45.7
R003,Priya Chen,N03,North,H-N03-010,Glucanorm,2026-06-01,Rescheduled,3.4,109.9
R003,Priya Chen,N03,North,H-N03-003,Glucanorm,2026-06-01,Discussion Completed,10.5,109.9
R005,Morgan Novak,S02,South,H-S02-032,Glucanorm,2026-06-01,Rescheduled,1.4,93.4
R005,Morgan Novak,S02,South,H-S02-022,Glucanorm,2026-06-01,No Show,1.0,93.4
R010,Omar Cole,W01,West,H-W01-028,Respiraline,2026-06-01,Completed,22.8,567.3
R010,Omar Cole,W01,West,H-W01-017,Cardiavex,2026-06-01,Sample Drop,20.6,567.3
R010,Omar Cole,W01,West,H-W01-024,Glucanorm,2026-06-01,Completed,5.0,567.3
R010,Omar Cole,W01,West,H-W01-033,Glucanorm,2026-06-01,Rescheduled,3.5,567.3
R003,Priya Chen,N03,North,H-N03-008,Cardiavex,2026-06-02,No Show,1.5,109.9
R005,Morgan Novak,S02,South,H-S02-008,Cardiavex,2026-06-02,Sample Drop,3.7,93.4
R005,Morgan Novak,S02,South,H-S02-015,Glucanorm,2026-06-02,Discussion Completed,11.7,93.4
R006,Taylor Singh,S03,South,H-S03-012,Respiraline,2026-06-02,No Show,4.1,262.9
R006,Taylor Singh,S03,South,H-S03-017,Glucanorm,2026-06-02,Completed,15.3,262.9
R006,Taylor Singh,S03,South,H-S03-021,Cardiavex,2026-06-02,Sample Drop,14.3,262.9
R007,Chris Brooks,E01,East,H-E01-025,Cardiavex,2026-06-02,No Show,2.0,190.3
R008,Riley Fischer,E02,East,H-E02-031,Cardiavex,2026-06-02,Discussion Completed,2.8,185.6
R008,Riley Fischer,E02,East,H-E02-020,Respiraline,2026-06-02,Rescheduled,2.1,185.6
R008,Riley Fischer,E02,East,H-E02-045,Respiraline,2026-06-02,No Show,3.4,185.6
R008,Riley Fischer,E02,East,H-E02-004,Respiraline,2026-06-02,Rescheduled,3.3,185.6
R009,Nina Adeyemi,E03,East,H-E03-026,Respiraline,2026-06-02,Sample Drop,6.0,267.3
R009,Nina Adeyemi,E03,East,H-E03-005,Respiraline,2026-06-02,Discussion Completed,18.5,267.3
R010,Omar Cole,W01,West,H-W01-041,Glucanorm,2026-06-02,Completed,10.2,567.3
R002,Jordan Kapoor,N02,North,H-N02-017,Glucanorm,2026-06-03,Rescheduled,2.9,84.6
R003,Priya Chen,N03,North,H-N03-034,Glucanorm,2026-06-03,Discussion Completed,18.2,109.9
R004,Sam Ortiz,S01,South,H-S01-023,Respiraline,2026-06-03,Sample Drop,9.2,76.2
R004,Sam Ortiz,S01,South,H-S01-022,Respiraline,2026-06-03,Rescheduled,3.1,76.2
R005,Morgan Novak,S02,South,H-S02-023,Glucanorm,2026-06-03,Rescheduled,3.8,93.4
R005,Morgan Novak,S02,South,H-S02-012,Glucanorm,2026-06-03,Discussion Completed,11.6,93.4
R005,Morgan Novak,S02,South,H-S02-012,Glucanorm,2026-06-03,No Show,1.2,93.4
R007,Chris Brooks,E01,East,H-E01-006,Cardiavex,2026-06-03,Sample Drop,8.9,190.3
R007,Chris Brooks,E01,East,H-E01-024,Cardiavex,2026-06-03,Rescheduled,2.0,190.3
R008,Riley Fischer,E02,East,H-E02-022,Respiraline,2026-06-03,Rescheduled,3.6,185.6
R009,Nina Adeyemi,E03,East,H-E03-017,Glucanorm,2026-06-03,Sample Drop,19.3,267.3
R010,Omar Cole,W01,West,H-W01-005,Glucanorm,2026-06-03,Sample Drop,17.9,567.3
R010,Omar Cole,W01,West,H-W01-001,Respiraline,2026-06-03,Discussion Completed,15.2,567.3
R011,Lee Park,W02,West,H-W02-011,Glucanorm,2026-06-03,No Show,1.4,35.4
R001,Alex Reed,N01,North,H-N01-017,Cardiavex,2026-06-04,Discussion Completed,7.1,49.0
R001,Alex Reed,N01,North,H-N01-005,Respiraline,2026-06-04,Rescheduled,1.2,49.0
R002,Jordan Kapoor,N02,North,H-N02-014,Glucanorm,2026-06-04,Discussion Completed,9.2,84.6
R003,Priya Chen,N03,North,H-N03-029,Respiraline,2026-06-04,Sample Drop,10.2,109.9
R004,Sam Ortiz,S01,South,H-S01-028,Respiraline,2026-06-04,Sample Drop,3.1,76.2
R004,Sam Ortiz,S01,South,H-S01-003,Glucanorm,2026-06-04,Completed,5.2,76.2
R004,Sam Ortiz,S01,South,H-S01-008,Cardiavex,2026-06-04,No Show,2.3,76.2
R005,Morgan Novak,S02,South,H-S02-030,Glucanorm,2026-06-04,Discussion Completed,11.8,93.4
